,Player1,Player2,D,DD,DDD,DDL,DDV,DL,DLD,DLL,DLV,DV,DVD,DVL,DVV,L,LD,LDD,LDL,LDV,LL,LLD,LLL,LLV,LV,LVD,LVL,LVV,V,VD,VDD,VDL,VDV,VL,VLD,VLL,VLV,VV,VVD,VVL,VVV
448,13605,14007,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,,,,1.0,,,1.0,3.0,2.0,,1.0,
449,13605,37609,,,,,,,,,,,,,,,,,,1.0,,,,,1.0,1.0,2.0,1.0,,,,1.0,,3.0,,2.0,2.0,,,,
450,13605,48744,,,,,,,,,,,,,,,,,,,,,,,,,1.0,2.0,,,,,,,,1.0,1.0,2.0,,1.0,
451,13690,18749,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,1.0,,,,,
452,13741,33957,,,,,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,
453,13741,38551,1.0,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
454,13838,3244,,,,,1.0,,,,,,,1.0,,,,,,,,,,,,,,,1.0,,,,,,,,1.0,,,1.0,
455,13838,18283,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,1.0
456,13838,41469,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
457,13874,11675,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,,1.0,1.0,,,,,,,,,,,,,
458,13980,5596,,,,,,,,,,,,,,1.0,,,,,,,,,,,3.0,,,,,,,,,,,,,,
459,13980,30594,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,
460,14007,6713,,,1.0,,,,,1.0,,,,,,,,,,,2.0,2.0,3.0,,,,2.0,,,,,,,,,2.0,,,,1.0,
461,14007,28183,1.0,,,,,,,,2.0,,,1.0,,,,,,,,,1.0,,1.0,,1.0,2.0,,,,,,1.0,,,,,,,2.0
462,14007,37609,,,1.0,,,,,2.0,,,,,,,,,,,2.0,,,2.0,,,3.0,,,,,,,,,1.0,1.0,,,2.0,
463,14007,48303,,1.0,,,,,,,,,,,,1.0,,,,,,,,,,1.0,,,,,,,,,1.0,,,,,,
464,14007,48744,,,,,,,,,1.0,,,1.0,,,,,,,,,1.0,,1.0,,1.0,2.0,,,,,,1.0,,,1.0,,,,1.0
465,14069,4067,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
466,14069,20895,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,1.0,,,2.0,
467,14069,32001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,
468,14069,39112,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,
469,14123,22151,,,,1.0,,,,,,,,,,,,,1.0,1.0,1.0,,,1.0,,,2.0,1.0,,,,,,,,,1.0,,,,
470,14123,43145,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,
471,14210,5192,,,,,1.0,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,
472,14210,22174,,,,,,,,,,,,1.0,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,
473,14337,10012,1.0,,,,,,,,1.0,,,2.0,,,1.0,,,,,,,,,,,1.0,,,,,,,,1.0,,,,,
474,14337,20976,,1.0,,,,,,,,,,,,,1.0,1.0,,,,1.0,1.0,,,,,,,,,,,1.0,,1.0,,,,,
475,14337,28765,,,,2.0,,,,,,,,,,,,,,,1.0,,1.0,,,,1.0,,,,,,,,,,,,,,
476,14337,44602,,,1.0,1.0,1.0,,,,,,,,,1.0,,1.0,1.0,,,,,1.0,,,2.0,,,,,,,,1.0,,,,,,
477,14337,44671,1.0,,,,,,,,,,,,,,,,,,,1.0,,,,1.0,,,,,,,,,1.0,,,,,,
478,14337,54058,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,
479,14355,12000,,,,,,,1.0,,,,,1.0,,,1.0,1.0,,,1.0,1.0,2.0,,1.0,1.0,1.0,1.0,,1.0,1.0,1.0,,1.0,2.0,1.0,,,1.0,,1.0
480,14355,15576,,,,,,,,,1.0,,1.0,,,,1.0,1.0,,2.0,1.0,2.0,1.0,2.0,,1.0,,2.0,,,2.0,,2.0,,2.0,1.0,1.0,3.0,,,1.0
481,14355,51551,1.0,,,,,,,,1.0,,,1.0,,,,1.0,,,1.0,1.0,1.0,,,,,,,1.0,1.0,1.0,1.0,,,1.0,,1.0,,,
482,14412,376,,,,1.0,,1.0,1.0,,,,,,,1.0,,,,,,,,2.0,1.0,1.0,2.0,,,,,,,,,,1.0,,1.0,1.0,
483,14412,2444,,,,,,1.0,,,1.0,,,,,,,,1.0,,,,1.0,,1.0,,2.0,,,,,,,,,,1.0,1.0,,,
484,14412,9442,,,,,,,,2.0,,,,,,,,,,1.0,2.0,,1.0,1.0,,,1.0,,,,,,1.0,1.0,,,,,1.0,1.0,
485,14412,15386,,,,,,,,,,,,,,,,1.0,,1.0,2.0,3.0,1.0,2.0,1.0,1.0,,1.0,,,1.0,,,,2.0,,1.0,,,1.0,
486,14412,16360,,,,2.0,,1.0,1.0,,1.0,,,,,,,1.0,,,,1.0,,2.0,,2.0,2.0,1.0,1.0,,,,,,,,3.0,1.0,1.0,2.0,
487,14412,40593,,,1.0,,,,,,,1.0,,,,,,,,1.0,,,,1.0,,1.0,,1.0,,,,,1.0,,,,,,1.0,,
488,14412,43145,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,1.0,,
489,14686,3528,,,,,,,,,,,,,,1.0,,,,,,,,1.0,,,1.0,,,,,,,,,,,,,,
490,14686,16721,,,,,,,,,,,,,,,,,,1.0,,,1.0,,,,,,,,,,,,,1.0,,2.0,,2.0,1.0
491,14686,22023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,1.0,,1.0,,,2.0
492,14686,24823,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,1.0,2.0,1.0,,4.0,1.0
493,14686,45960,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,1.0,,,2.0,1.0
494,14701,28765,,,,,,,,2.0,,,,,,1.0,,,,,,,1.0,,,,4.0,,,,,,,,,,,,,1.0,
495,14701,42990,,,,,,,,,,,,,1.0,,,,,,,,,,,,,1.0,,,,,,,,,,,,,
496,14742,15085,1.0,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
497,14742,16077,,,,,,,,,,,,,,,,,,,1.0,,,1.0,,,,,,,,,,,,2.0,,,,,
498,14750,4294,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,1.0,,,,
499,14750,10040,,,,,,,,,,,,,,,,,,,1.0,,,,,1.0,,,,,,,,,,,,,,,
500,14750,32369,,,,,,,,,,,,1.0,,,,,,,,,2.0,1.0,,,,,,,,1.0,,,,,,,,,
501,14750,35536,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,
502,14750,38605,,,,,,,,,,,,1.0,,,,,,,,,1.0,1.0,,,3.0,1.0,,,,1.0,,,,1.0,,,,1.0,
503,14750,47256,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,1.0,,,,1.0
504,14750,52033,1.0,,,,,,,,1.0,,,1.0,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,
505,14766,20601,,,,,,,,,,,,,,,,,1.0,,,,,,,,1.0,,,,,,,,1.0,1.0,,,,,
506,14766,42874,,,,,,,,,,,,,,1.0,,,,,,,,1.0,,,1.0,,,,,,,,,,,,,,
507,14817,38605,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0
508,14869,53921,,1.0,2.0,1.0,,1.0,1.0,,2.0,,2.0,1.0,1.0,,1.0,1.0,,,,2.0,1.0,1.0,2.0,2.0,1.0,1.0,,1.0,1.0,,1.0,,1.0,1.0,2.0,,2.0,1.0,
509,14893,28485,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,
510,14893,33646,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,
511,14934,16065,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,
512,14934,38687,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,
513,15020,5235,1.0,,,,,,,,2.0,,,3.0,,,,,,,,,,,,,,,,,,,1.0,,1.0,,,,,,
514,15020,9525,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,1.0,,,2.0,
515,15020,17438,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,1.0,,,,,,,,5.0,,,3.0,
516,15020,20721,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,
517,15020,27321,,,,,,,,,,,,,,,1.0,,,,,,,,,1.0,,,,,,,,,,,,,,,
518,15020,42535,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,2.0,,,1.0,,,
519,15020,42967,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,
520,15020,47661,,,,,,,1.0,,,,,1.0,,,,,,1.0,,,,1.0,,,,,,,,,,,,,,,,,
521,15020,52850,,,,,,,1.0,,,,,,,,,,,,,,,,,1.0,,,,1.0,,,,,,,,,1.0,1.0,
522,15085,19176,,,,,,,,,1.0,,,1.0,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,
523,15085,25282,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,
524,15085,38896,,1.0,,,,,,,1.0,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,
525,15085,51940,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
526,15264,6998,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,
527,15264,16681,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,
528,15264,17565,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,
529,15330,3208,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
530,15330,15020,1.0,,,,,,,1.0,2.0,,,2.0,,,,,,,,,,,,,,,,,,,1.0,,,,,,,1.0,
531,15330,17438,,,,,,1.0,,,,1.0,,,,,,,1.0,,,,,,,,,2.0,,,,2.0,,,,1.0,1.0,1.0,,,
532,15330,32718,,,,,,,,,,1.0,,,,,,,,1.0,,,,,,,,,,,,,1.0,,,,,,,,
533,15330,34870,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,2.0,,,,1.0,
534,15330,38620,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
535,15330,41837,,,,,,,,1.0,,,,1.0,,,,,,,,,,,1.0,,,,,,,,,,,1.0,1.0,,,1.0,
536,15330,52850,,,,,,,1.0,,,,1.0,,,,,,,,,,,,,,,,,,1.0,,,,,1.0,,,1.0,,
537,15386,376,,,,1.0,,,1.0,,,,,,1.0,,,,1.0,,,,,,,1.0,1.0,1.0,,,,,1.0,,,,1.0,1.0,1.0,2.0,
538,15386,14412,,,,1.0,1.0,,,,1.0,,,,3.0,,,,,1.0,,,,1.0,1.0,,2.0,3.0,,,,,,,,1.0,,2.0,,,1.0
539,15386,16360,,1.0,,,1.0,,1.0,,,,1.0,,,,,,,1.0,,,,,1.0,2.0,,3.0,,,,,1.0,,1.0,,3.0,,2.0,1.0,2.0
540,15386,28331,,1.0,,1.0,,,2.0,,,,1.0,1.0,,,2.0,1.0,1.0,,1.0,2.0,,,,2.0,2.0,,,1.0,1.0,1.0,,1.0,2.0,2.0,,,,1.0,
541,15386,37471,,,,1.0,,1.0,,1.0,1.0,1.0,,1.0,,1.0,,,1.0,1.0,1.0,,,1.0,1.0,,4.0,,1.0,,,,1.0,,,2.0,1.0,,,4.0,
542,15386,40593,,,,,2.0,,,,,,,,,,,,,2.0,,,,1.0,,,,,,,,,1.0,,,,1.0,,1.0,,
543,15551,38426,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,
544,15556,31372,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,
545,15568,17854,,,,,,,,,,,,,,1.0,,,,1.0,,,,2.0,,1.0,3.0,,,,,,,,,,,,,,
546,15576,12000,,,,,,,,,,,,,,,2.0,1.0,1.0,,1.0,2.0,1.0,1.0,,2.0,1.0,1.0,,1.0,,,,,,,,,,1.0,1.0
547,15576,51551,,,,,,,,,,,,,,,1.0,2.0,1.0,1.0,,2.0,1.0,,1.0,,,1.0,,,1.0,,,,,,,,1.0,,
548,15591,33023,,,,,,,,,,,,,,1.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,
549,15665,3208,,,,,,,,,,,,,,1.0,,,,,,,,,,,4.0,,,,,,,1.0,,,,,,1.0,
550,15665,8951,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,1.0,1.0,,,,,1.0,1.0,1.0,1.0
551,15665,16983,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,,,,1.0,,1.0,,,,1.0,1.0,1.0,3.0
552,15827,4005,,1.0,,,,,,,,,,,,,,,,,,,,,1.0,,,1.0,,,,,,,,,,,,,
553,15827,14750,,,,,,,,,1.0,,,,,,,,,1.0,,,1.0,1.0,,,1.0,,,,,,,,,,,,,,
554,15827,35536,,,,,,,,,,,,,,,,,,,,,,1.0,,,1.0,,,,,,,,,,,,,,
555,15842,26069,,1.0,,,3.0,,,,2.0,1.0,1.0,,5.0,,,,,1.0,,,,4.0,2.0,1.0,,5.0,1.0,,1.0,,4.0,,,,8.0,4.0,,,4.0
556,15936,789,,,,,,1.0,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,1.0,,,,
557,15936,4968,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,
558,15936,20190,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,
559,15936,43405,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0
560,15936,48663,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,
561,15990,34039,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
562,16037,20860,,,,,,1.0,,,,,,,,,,,,,1.0,,1.0,,,,,,,,,,,1.0,1.0,,,,,,
563,16077,42824,,,,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,,,1.0,,,,,,,,1.0,,,,,
564,16077,52033,,,,,,,,,,,,,,,,,,,,,,,1.0,,,1.0,,,,,,,1.0,,,,1.0,1.0,
565,16232,3138,,,,,1.0,,,,,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,
566,16260,13581,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,1.0,,,,,,1.0,
567,16260,39573,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,2.0,
568,16260,42874,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,
569,16269,13581,,,,,,,,,,,,,,,1.0,,,1.0,,,,,,,1.0,,,,,,,,,,,,,,
570,16360,376,,,,,,,,,,,,,,,,,1.0,,1.0,,1.0,1.0,1.0,1.0,,1.0,,,,2.0,,1.0,,,1.0,,,,
571,16360,2444,,,,,,,,,,,,,,,,,1.0,,,,,1.0,1.0,,,1.0,,,,1.0,,,,,1.0,,,,
572,16360,15386,,,,,,,,,,,,,,,2.0,1.0,1.0,1.0,,2.0,2.0,2.0,1.0,,2.0,,,,,,,,,2.0,,,,,
573,16360,28331,,,,,,,,,,,,,,,1.0,1.0,,,2.0,1.0,2.0,,,1.0,1.0,,,,,1.0,,,1.0,1.0,,,,,
574,16360,37471,,,,,,,,,,,,,,,,,1.0,2.0,2.0,,2.0,,,,2.0,1.0,,,,,,,,,,,,,
575,16389,3757,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,
576,16389,20190,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,1.0,,,,,,,1.0,1.0
577,16389,30034,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,1.0,,,,,
578,16389,42874,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,1.0,
579,16460,37571,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,2.0
580,16532,40038,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
581,16545,26463,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,
582,16681,4917,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,,,,,,,,,,,,,,
583,16721,14686,,,,,,,,,,,,,,,,,,,2.0,,1.0,,,,,,,,,,,,,1.0,,,,1.0,1.0
584,16721,17160,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,1.0,,,,,,1.0,,1.0,2.0
585,16721,50994,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,1.0,1.0,
586,16935,38426,1.0,,1.0,,4.0,,1.0,,5.0,3.0,1.0,,2.0,,,,,,,,,,1.0,1.0,,2.0,,,,,,,,,,,,,
587,17091,18215,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,1.0,,,,
588,17091,37752,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,
589,17160,12092,1.0,,,,,,,,3.0,,,1.0,,,,,,,,,,,,,1.0,1.0,,,,,,,,,,,,,
590,17160,14686,,,,1.0,,1.0,,,,,,1.0,,,,,,,,,1.0,,1.0,,1.0,1.0,,,,,,,,,,,,,
591,17205,31248,,,,,,,,,,,,,,,,,,,1.0,,,1.0,,,1.0,,,,,,,,,,,,,,
592,17205,32288,,,,,,1.0,,,1.0,,,,,,,,,1.0,,1.0,,,,,,,,,,,,,,,,,,,
593,17205,37537,,,,,,,,,,,,,,1.0,,,,,,,,3.0,1.0,,,,,,,,,,,,,,,,
594,17231,20895,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,
595,17231,52240,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,
596,17438,9525,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,1.0,
597,17438,31633,1.0,,,,,,1.0,,1.0,,1.0,2.0,,,1.0,,1.0,1.0,,,,,,3.0,,,,1.0,,,,,1.0,,,,,,
598,17438,39600,,,,,,,,,1.0,,1.0,1.0,1.0,,,,,,,,,,,,1.0,,,,,,,,,,,,,,1.0
599,17438,41837,,,,,,,,,,,,,,1.0,,,,,,,,1.0,,,1.0,,,,,,,,,,,,,,
600,17565,2774,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,1.0,,,,,,,,3.0,1.0,,8.0,
601,17565,6998,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0
602,17565,50130,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,1.0,,1.0,,,,1.0,
603,17604,30478,1.0,,,,,,,,1.0,,,2.0,,,1.0,,2.0,,1.0,,,,,,1.0,,,,1.0,,,1.0,1.0,2.0,,,,,
604,17604,36155,,,,2.0,,,,,,,,,,1.0,,,,,,,,,,,2.0,,,,1.0,,,1.0,,,,,,,
605,17604,44441,,,,,,,,,,,,,1.0,,,,,1.0,,,,,,,,1.0,1.0,,1.0,,,,,,1.0,1.0,,,
606,17604,48469,,1.0,,,,,,,,,,,,,,1.0,,,,1.0,,,1.0,,,,,,,,,,1.0,,1.0,,,,
607,17604,53630,,1.0,,,,,,,,,,,1.0,,1.0,1.0,,1.0,,1.0,,,,,,1.0,,,,,,,2.0,,1.0,1.0,,,
608,17741,33274,,1.0,,1.0,,,,,,,,1.0,,,,1.0,,,,,,,,,,,,,,,,1.0,,,,,,,
609,17741,40557,,,,,,,,,1.0,,1.0,,,,,,,,,1.0,1.0,,,1.0,1.0,,,1.0,,,,,,,,,,,
610,17761,20437,1.0,,1.0,1.0,,1.0,,2.0,1.0,1.0,1.0,4.0,1.0,,,1.0,1.0,,1.0,,1.0,,1.0,,1.0,,,1.0,,1.0,1.0,3.0,1.0,2.0,1.0,,,3.0,1.0
611,17761,42028,,,,,1.0,1.0,,1.0,1.0,1.0,,1.0,2.0,,,,,1.0,1.0,,,1.0,,,,1.0,1.0,,,1.0,1.0,,,1.0,2.0,1.0,,1.0,
612,17792,23983,,1.0,,,,,,,,1.0,,2.0,,,,,,,,,,,,,,,1.0,,,,,,,,1.0,,,2.0,1.0
613,17802,1921,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0
614,17802,12162,,,,,2.0,,,,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,,1.0,,,1.0,,1.0,
615,17802,21648,,1.0,1.0,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,1.0,1.0,,,,,,
616,17802,23362,,,,,1.0,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,,,
617,17802,32718,,,,,,,,,,,1.0,,1.0,,,,,,,,,,,,,,,,,1.0,,,,,,,,,
618,17802,33217,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
619,17802,51544,,1.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,1.0,,,
620,17853,8812,1.0,,,,,,,,3.0,1.0,,2.0,,,,,,1.0,1.0,,1.0,3.0,1.0,,2.0,1.0,,,,,,,,1.0,1.0,1.0,,1.0,1.0
621,17896,11980,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,
622,17896,35160,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,
623,18038,48877,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,
624,18081,21485,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
625,18081,41190,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
626,18085,1264,,,,,1.0,,,,,,,,,,,,1.0,1.0,,,,1.0,1.0,,,1.0,,1.0,,1.0,,2.0,,1.0,1.0,,,,
627,18085,33217,,,,1.0,,,,,,,,,,1.0,1.0,,,,,,,,,,3.0,,,,,,,,1.0,1.0,,,,,
628,18085,43981,,,,,,,,,,,,,,,,1.0,,,,,,1.0,,,,,,,1.0,1.0,,,1.0,,,1.0,,,
629,18140,4020,,,,,,,,,,,,,,,1.0,,,,,1.0,1.0,,1.0,,1.0,2.0,,,,1.0,,,,2.0,,,,1.0,
630,18140,27826,,,,,,,,,,,,,,1.0,,,1.0,,1.0,,1.0,1.0,,,4.0,,,,,,,,,1.0,,,,,
631,18140,37530,,,,,,,,,,,,,,,,,2.0,,,,1.0,1.0,2.0,,2.0,1.0,,,,,,,,2.0,,,,,
632,18140,38111,,,,,,,,,,,,,,1.0,,,1.0,,,,,1.0,1.0,,4.0,,,,,1.0,,,,1.0,,,,1.0,
633,18140,41053,,,,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,,1.0,,,,,1.0,,,,,,,,,
634,18215,13550,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,
635,18215,37752,,,,,1.0,,,,,,1.0,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,
636,18248,1217,,,,,,,,,,,,1.0,,1.0,,,,,,,,2.0,,,3.0,1.0,,,,,,1.0,,,1.0,1.0,,1.0,
637,18248,1239,,,,,,,,,,,,1.0,,,,,,,,,,1.0,,,1.0,1.0,,,,,,,,,1.0,2.0,,,1.0
638,18248,8951,,,,,,,,,,,,,,1.0,,,1.0,,,,1.0,5.0,,,5.0,,,,,,,,,1.0,,,,,1.0
639,18248,14742,,,,,,,,,,,,1.0,,,,,,1.0,,,,,,,1.0,1.0,,,,,,,,,,,,1.0,
640,18248,14750,,,,,,,,,,,,,,,,,,1.0,,1.0,,,,,,1.0,,,,,,,,,1.0,,1.0,1.0,
641,18248,22144,,,,,,,,,,,,,,,,,,,,,1.0,1.0,,,,1.0,,,,,,1.0,,1.0,2.0,,,,
642,18248,42824,,,,,,,,,,,,,,,,,,,,,1.0,1.0,,,,,,,,,,,,1.0,,,,1.0,
643,18248,47256,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,2.0
644,18266,5241,1.0,,,,,,,,1.0,,,4.0,,,,,,1.0,,,,,,,,,,,,,,,,1.0,,,,,
645,18266,14134,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,
646,18266,46825,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
647,18283,3244,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,
648,18283,29909,,,,,,1.0,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,
649,18283,36738,,,,,,,,,,,,,,1.0,,,,,,,,2.0,,,1.0,,,,,,,,,,,,,,
650,18392,48512,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,
651,18451,5018,,,,,,,,,,,,,,,,,,1.0,,1.0,1.0,,,,,,,,,,,,,,,,,,
652,18451,21520,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,
653,18451,35113,,,,,,,,,,,,,,,,,,1.0,,1.0,,,,,,1.0,,,,,,,,,,,,,
654,18683,17741,,,1.0,,,,,1.0,,,,,1.0,,,,,,1.0,,1.0,1.0,1.0,1.0,,2.0,,,,,1.0,,,,1.0,,,,
655,18683,33274,,,,1.0,1.0,,,,,,,1.0,,,,1.0,,,,1.0,,,,,1.0,1.0,,,,1.0,,,,,,,,,
656,18683,34770,,,,,,1.0,1.0,1.0,,,,,,1.0,,1.0,,,1.0,,,5.0,,,6.0,1.0,,,,,,,,1.0,,,,,
657,18749,24080,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,,,,,,,,,1.0,,,1.0,1.0
658,18770,50588,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,
659,18798,18081,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,
660,18847,34786,,,,,,,1.0,,1.0,,,,,,1.0,,,,,1.0,,,,,,1.0,,,,,,,,,,,,,
661,18891,51623,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,
662,18948,31664,,,,,,,,,,,,,,,1.0,,,,,,,,,,1.0,,,,,,,,,,,,,,
663,18960,2209,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,
664,18960,20410,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,
665,18960,43581,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
666,18981,147,,,,,,1.0,,,1.0,,,1.0,,,,,,1.0,,,,,,,,,,,,,,,,,1.0,1.0,,,
667,18981,17205,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,,,1.0
668,18981,24306,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,
669,18981,35199,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,2.0,
670,18981,37537,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,1.0,,,,,,,,2.0,1.0,,1.0,
671,19176,4294,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,1.0,,,1.0,,,,
